ko_mb,ku_naziv,ZUP_NAZIV,ZUP_SJEDIS,Sumarija,USP,ko_fix,Sumariafix
"303399",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Podbrest,Čakovec
"303364",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Palovec,Čakovec
"303356",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Palinovec,Čakovec
"303348",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Orehovica,Čakovec
"303330",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Oporovec,Čakovec
"303259",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Sveta Marija,Čakovec
"303232",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Mala Subotica,Čakovec
"303151",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Jurčevec,Čakovec
"303143",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Sveti Juraj u Trnju,Čakovec
"303127",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Hodošan,Čakovec
"303097",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Hemuševec,Čakovec
"303003",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Goričan,Čakovec
"302970",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Držimurec,Čakovec
"302961",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Draškovec,Čakovec
"302937",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Donji Pustakovec,Čakovec
"302929",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Donji Mihaljevec,Čakovec
"302902",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Donji Kraljevec,Čakovec
"302899",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Donji Hrašćan,Čakovec
"302848",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Čukovec,Čakovec
"302821",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Čehovec,Čakovec
"302805",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Cirkovljan,Čakovec
"302783",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Benkovec,Čakovec
"302775",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Belica,Čakovec
"316920",Ludbreg,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Selnik,Ludbreg
"316911",Ludbreg,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Novo Selo Podravsko,Ludbreg
"303500",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Sivica,Čakovec
"303402",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Podturen,Čakovec
"303313",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Novakovec,Čakovec
"302996",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Gardinovec,Čakovec
"302988",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Ferketinec,Čakovec
"302864",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Domašinec,Čakovec
"302856",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Dekanovec,Čakovec
"337633",Ludbreg,Varaždinska županija,Varaždin,Šumarija Sokolovac,Koprivnica,Segovina,Sokolovac
"318574",Novi Marof,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Leskovac Toplički,Ludbreg
"316989",Ludbreg,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Vinogradi Ludbreški,Ludbreg
"316946",Ludbreg,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Slokovec,Ludbreg
"316938",Ludbreg,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Slanje,Ludbreg
"316890",Ludbreg,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Sveti Petar,Ludbreg
"303585",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Štefanec,Čakovec
"316873",Ludbreg,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Lunjkovec,Ludbreg
"316865",Ludbreg,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Sigetec Ludbreški,Ludbreg
"316814",Ludbreg,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Ludbreg,Ludbreg
"316806",Ludbreg,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Križovljan,Ludbreg
"316784",Ludbreg,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Hrastovsko,Ludbreg
"316768",Ludbreg,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Gornji Martijanec,Ludbreg
"316741",Ludbreg,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Donji Martijanec,Ludbreg
"316733",Ludbreg,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Čukovec,Ludbreg
"316725",Ludbreg,Varaždinska županija,Varaždin,Šumarija Ludbreg,Koprivnica,Bolfan,Ludbreg
"315796",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Vojakovačke Sesvete,Križevci
"315788",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Vojakovac,Križevci
"315737",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Ruševac,Križevci
"315702",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Rašćani,Križevci
"315672",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Potočec,Križevci
"315648",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Osijek Vojakovački,Križevci
"315583",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Marinovec,Križevci
"315575",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Majurec,Križevci
"315532",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Križevci,Križevci
"315524",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Kloštar Vojakovački,Križevci
"315486",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Sveta Helena,Križevci
"315443",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Glogovnica,Križevci
"315311",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Carevdar,Križevci
"315273",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Apatovec,Križevci
"314617",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Sokolovac,Koprivnica,Veliki Poganac,Sokolovac
"314595",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Sokolovac,Koprivnica,Veliki Grabičani,Sokolovac
"314587",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Velika Mučna,Koprivnica
"314552",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Subotica Podravska,Koprivnica
"314544",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Sokolovac,Koprivnica,Srijem,Sokolovac
"314536",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Sokolovac,Koprivnica,Sokolovac,Sokolovac
"314498",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Rasinja,Koprivnica
"314480",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Sokolovac,Koprivnica,Prkos,Sokolovac
"314439",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Sokolovac,Koprivnica,Mala Mučna,Sokolovac
"314412",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Sokolovac,Koprivnica,Lepavina,Sokolovac
"314382",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Kuzminec,Koprivnica
"314242",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Gorica,Koprivnica
"314200",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Sokolovac,Koprivnica,Duga Rijeka,Sokolovac
"314161",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Sokolovac,Koprivnica,Branjska,Sokolovac
"314145",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Sokolovac,Koprivnica,Botinovac,Sokolovac
"301515",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Zrinski Topolovac,Bjelovar
"315290",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Bojnikovec,Križevci
"315281",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Bočkovec,Križevci
"312398",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Novoselec,Zagreb,Nova Marča,Novoselec
"304018",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Čazma,Bjelovar,Vrtlinska,Čazma
"333301",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Vukšinac,Vrbovec
"333263",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Tučenik,Vrbovec
"333247",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Stari Glog,Vrbovec
"333239",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Nova Kapela,Vrbovec
"333085",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Kabal,Vrbovec
"333042",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Haganj,Vrbovec
"333000",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Fuka,Vrbovec
"332992",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Farkaševac,Vrbovec
"332984",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Novaki,Vrbovec
"332933",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Križevci,Koprivnica,Brezine,Križevci
"315826",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Sveti Ivan Žabno,Križevci
"315770",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Trema,Križevci
"315753",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Špiranec,Križevci
"315621",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Novi Glog,Križevci
"315494",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Hrsovo,Križevci
"315397",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Ðurđic,Križevci
"315346",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Sveti Petar Čvrstec,Križevci
"315338",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Cubinec,Križevci
"315320",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Cirkvena,Križevci
"304000",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Čazma,Bjelovar,Vagovina,Čazma
"303992",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Ivanska,Bjelovar,Šušnjara,Ivanska
"303984",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Čazma,Bjelovar,Štefanje,Čazma
"303950",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Čazma,Bjelovar,Siščani,Čazma
"303810",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Čazma,Bjelovar,Dereza,Čazma
"303780",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Čazma,Bjelovar,Čazma,Čazma
"303771",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Čazma,Bjelovar,Cerina,Čazma
"303755",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Čazma,Bjelovar,Bojana,Čazma
"301523",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Žabjak,Bjelovar
"301396",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Rovišće,Bjelovar
"301175",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Kraljevac,Bjelovar
"315362",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Donja Brckovčina,Križevci
"301094",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Draganić Gudovački,Bjelovar
"333140",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Podjales,Vrbovec
"303160",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Kotoriba,Čakovec
"302945",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Donji Vidovec,Čakovec
"337242",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Sokolovac,Koprivnica,Jagnjedovec-grad,Sokolovac
"314625",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Zablatje,Koprivnica
"314609",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Veliki Otok,Koprivnica
"314579",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Torčec,Koprivnica
"314528",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Sigetec,Koprivnica
"314510",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Selnica Podravska,Koprivnica
"314501",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Sokolovac,Koprivnica,Reka,Sokolovac
"314471",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Plavšinac,Koprivnica
"314463",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Peteranec,Koprivnica
"314455",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Novigrad Podravski,Koprivnica
"314447",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Repaš,Koprivnica,Novačka,Repaš
"314404",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Legrad,Koprivnica
"314374",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Kutnjak,Koprivnica
"314366",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Kunovec,Koprivnica
"314358",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Koprivnički Ivanec,Koprivnica
"314340",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Koprivnica,Koprivnica
"314331",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Koledinec,Koprivnica
"314323",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Javorovac,Koprivnica
"314315",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Sokolovac,Koprivnica,Jagnjedovec,Sokolovac
"314307",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Imbriovec,Koprivnica
"314293",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Hudovljani,Koprivnica
"314285",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Repaš,Koprivnica,Hlebine,Repaš
"314277",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Herešin,Koprivnica
"314269",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Repaš,Koprivnica,Gotalovo,Repaš
"314234",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Repaš,Koprivnica,Gola,Repaš
"314226",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Glogovac,Koprivnica
"314218",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Ðelekovec,Koprivnica
"314196",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Drnje,Koprivnica
"314188",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Delovi,Koprivnica
"314170",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Koprivnički Bregi,Koprivnica
"314153",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Koprivnica,Koprivnica,Botovo,Koprivnica
"309605",Koprivnica,Koprivničko-križevačka župa,Koprivnica,Šumarija Repaš,Koprivnica,Ždala,Repaš
"309591",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Đurđevac,Koprivnica,Virje,Đurđevac
"309567",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Đurđevac,Koprivnica,Šemovci,Đurđevac
"309559",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Kloštar Podravski,Koprivnica,Suha Katalena,Kloštar Podravski
"309524",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Kloštar Podravski,Koprivnica,Sirova Katalena,Kloštar Podravski
"309516",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Đurđevac,Koprivnica,Severovci,Đurđevac
"309494",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Kloštar Podravski,Koprivnica,Prugovac,Kloštar Podravski
"309486",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Kloštar Podravski,Koprivnica,Podravske Sesvete,Kloštar Podravski
"309478",Pitomaèa,Virovitičko-podravska županij,Virovitica,Šumarija Pitomača,Slatina,Pitomača II,Pitomača
"309460",Pitomaèa,Virovitičko-podravska županij,Virovitica,Šumarija Pitomača,Slatina,Pitomača I,Pitomača
"309443",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Đurđevac,Koprivnica,Novo Virje,Đurđevac
"309435",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Đurđevac,Koprivnica,Molve,Đurđevac
"309427",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Đurđevac,Koprivnica,Miholjanec,Đurđevac
"309419",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Đurđevac,Koprivnica,Mičetinac,Đurđevac
"309389",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Đurđevac,Koprivnica,Lepa Greda,Đurđevac
"309354",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Kloštar Podravski,Koprivnica,Kloštar,Kloštar Podravski
"309346",Pitomaèa,Virovitičko-podravska županij,Virovitica,Šumarija Pitomača,Slatina,Kladare,Pitomača
"309338",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Đurđevac,Koprivnica,Kalinovac,Đurđevac
"309320",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Đurđevac,Koprivnica,Hampovica,Đurđevac
"309303",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Kloštar Podravski,Koprivnica,Ferdinandovac,Kloštar Podravski
"309290",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Đurđevac,Koprivnica,Ðurđevac II,Đurđevac
"309281",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Đurđevac,Koprivnica,Ðurđevac I,Đurđevac
"309273",Pitomaèa,Virovitičko-podravska županij,Virovitica,Šumarija Pitomača,Slatina,Dinjevac,Pitomača
"309265",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Đurđevac,Koprivnica,Čepelovac,Đurđevac
"309257",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Kloštar Podravski,Koprivnica,Budrovac,Kloštar Podravski
"309249",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Kloštar Podravski,Koprivnica,Budančevica,Kloštar Podravski
"309222",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Đurđevac,Koprivnica,Ana,Đurđevac
"302872",Prelog,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Donja Dubrava,Čakovec
"301507",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Zdelice,Bjelovar
"301493",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Višnjevac,Bjelovar
"301302",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Podgorci,Bjelovar
"301299",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Pavlin Kloštar,Bjelovar
"301221",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Mosti,Bjelovar
"301191",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Malo Trojstvo,Bjelovar
"301132",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Kobasičari,Bjelovar
"301116",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Kapela,Bjelovar
"301060",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Sredice Gornje,Bjelovar
"301051",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Plavnice Gornje,Bjelovar
"332747",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Virovitica,Slatina,Vukosavljevica,Virovitica
"332704",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Virovitica,Slatina,Turanovac,Virovitica
"332682",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Virovitica,Slatina,Špišić Bukovica,Virovitica
"332658",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Virovitica,Slatina,Rogovac,Virovitica
"332585",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Virovitica,Slatina,Lozan,Virovitica
"311626",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Veliki Grđevac,Bjelovar,Zrinska,Veliki Grđevac
"311596",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Grubišno Polje,Bjelovar,Velika Peratovica,Grubišno Polje
"311588",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Grubišno Polje,Bjelovar,Velika Barna,Grubišno Polje
"311561",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Veliki Grđevac,Bjelovar,Topolovica,Veliki Grđevac
"311553",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Veliki Grđevac,Bjelovar,Sibenik,Veliki Grđevac
"311545",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Grubišno Polje,Bjelovar,Rašenica,Grubišno Polje
"311529",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Grubišno Polje,Bjelovar,Mali Zdenci,Grubišno Polje
"311502",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Veliki Grđevac,Bjelovar,Mali Grđevac,Veliki Grđevac
"311499",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Mala Pisanica,Velika Pisanica
"311472",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Grubišno Polje,Bjelovar,Mala Peratovica,Grubišno Polje
"311464",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Grubišno Polje,Bjelovar,Mala Jasenovača,Grubišno Polje
"311456",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Grubišno Polje,Bjelovar,Mala Barna,Grubišno Polje
"311448",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Grubišno Polje,Bjelovar,Grubišno Polje,Grubišno Polje
"311430",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Veliki Grđevac,Bjelovar,Grbavac,Veliki Grđevac
"311421",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Veliki Grđevac,Bjelovar,Gornja Kovačica,Veliki Grđevac
"311391",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Grubišno Polje,Bjelovar,Dapčevica,Grubišno Polje
"311383",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Veliki Grđevac,Bjelovar,Cremušina,Veliki Grđevac
"311375",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Brzaja,Velika Pisanica
"309788",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Veliki Grđevac,Bjelovar,Nova Ploščica,Veliki Grđevac
"309761",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Veliki Grđevac,Bjelovar,Ladislav,Veliki Grđevac
"309583",Pitomaèa,Virovitičko-podravska županij,Virovitica,Šumarija Pitomača,Slatina,Velika Črešnjevica,Pitomača
"309575",Pitomaèa,Virovitičko-podravska županij,Virovitica,Šumarija Virovitica,Slatina,Turnašica,Virovitica
"301078",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Križ Gornji,Bjelovar
"309532",Pitomaèa,Virovitičko-podravska županij,Virovitica,Šumarija Pitomača,Slatina,Stari Gradac,Pitomača
"309508",Pitomaèa,Virovitičko-podravska županij,Virovitica,Šumarija Pitomača,Slatina,Sedlarica,Pitomača
"309451",Pitomaèa,Virovitičko-podravska županij,Virovitica,Šumarija Pitomača,Slatina,Otrovanec,Pitomača
"309397",Pitomaèa,Virovitičko-podravska županij,Virovitica,Šumarija Pitomača,Slatina,Mala Črešnjevica,Pitomača
"309362",Đurđevac,Koprivničko-križevačka župa,Koprivnica,Šumarija Kloštar Podravski,Koprivnica,Kozarevac,Kloštar Podravski
"309311",Pitomaèa,Virovitičko-podravska županij,Virovitica,Šumarija Pitomača,Slatina,Grabrovnica,Pitomača
"304077",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Đulovac,Bjelovar,Brđani Bastajski,Đulovac
